"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Tmem126a",0.024482095491169,-0.238911719720953,0.425,0.627,1
"Pcmtd2",0.024640141236623,-0.17926451957616,0.212,0.392,1
"Slc35a2",0.0246574112296205,0.166589481902832,0.262,0.098,1
"Mapk8ip2",0.0246574112296205,-0.166996422120938,0.138,0.294,1
"Ttyh2",0.0247183803766014,0.24821079998683,0.3,0.137,1
"Aurkaip1",0.024848953406539,-0.203687214844741,0.575,0.725,1
"Rassf4",0.0249614675855087,0.244786867875903,0.4,0.216,1
"Nr1i2",0.0250707969656236,0.142517403427011,0.138,0.02,1
"Tph1",0.0251167223805539,0.612864695706065,0.425,0.235,1
"Mtrf1",0.0252971423748006,0.166061711103762,0.162,0.039,1
"X1810008I18Rik",0.0253916928250852,-0.224078285536439,0.15,0.314,1
"Cep170",0.025502710423518,-0.131452845567765,0.05,0.176,1
"Smim22",0.0256515739870644,0.30040468073916,0.9,0.902,1
"Cep164",0.0256586820386614,0.165176573789209,0.2,0.059,1
"Erh",0.0257129101868709,0.28540889883358,0.538,0.353,1
"Tubb4b",0.0259311469246693,0.213387939481519,0.875,0.804,1
"Zfp24",0.0259626147452244,0.232013348016268,0.3,0.137,1
"Btg2",0.0260896971924532,-0.308076632549031,0.8,0.922,1
"X2700060E02Rik",0.026127724105759,-0.222635288213914,0.812,0.922,1
