"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"H2.DMa",0,0.933367248517731,0.946,0.138,0
"Pim1",0,0.929272355586253,0.934,0.312,0
"Tapbp",0,0.923408218824977,0.963,0.259,0
"Ccnd1",0,0.891186753771077,0.974,0.678,0
"Lap3",0,0.870519340654325,0.993,0.834,0
"Oasl1",0,0.863222657584716,0.817,0.055,0
"Hspa5",0,0.858549280931454,0.998,0.97,0
"H2.T22",0,0.855074367028802,0.943,0.3,0
"Inf2",0,0.841492146858069,0.928,0.163,0
"Slfn2",0,0.830462165564705,0.879,0.155,0
"Irf7",0,0.826116448945923,0.874,0.058,0
"Wars",0,0.819743997819036,0.958,0.456,0
"Apobec3",0,0.798720088293238,0.948,0.613,0
"Duoxa2",0,0.787126019784568,0.685,0.052,0
"Usp18",0,0.783854818258919,0.821,0.032,0
"Stat1",0,0.775348957963671,0.881,0.132,0
"Mgst1",0,0.762071754922176,0.999,0.999,0
"Gmppb",0,0.759403554944661,0.943,0.466,0
"Adssl1",0,0.758045142236272,0.837,0.084,0
"Manf",0,0.747793403829083,0.994,0.941,0
"Tspo",0,0.736652286021391,0.998,0.979,0
"Tmsb10",0,0.736109374641949,1,0.994,0
"Socs1",0,0.735883274552082,0.804,0.047,0
"Gsr",0,0.731187933624366,0.997,0.988,0
"Samhd1",0,0.728861388150823,0.941,0.383,0
"Gm4951",0,0.72548522153375,0.804,0.008,0
"Xaf1",0,0.72545847574232,0.847,0.032,0
"Tapbpl",0,0.718775465336076,0.89,0.148,0
"Ifit2",0,0.717674054124665,0.714,0.021,0
"Gbp7",0,0.715631611053411,0.804,0.018,0
"Cd47",0,0.705263061898945,0.988,0.803,0
"Rac1",0,0.699391458007975,0.996,0.968,0
"Oasl2",0,0.697568131334377,0.819,0.027,0
"Zbp1",0,0.675759525506196,0.817,0.024,0
"Gng12",0,0.66587499227263,0.993,0.873,0
"Ppa1",0,0.660650150466334,0.998,0.979,0
"Psma4",0,0.658610328273909,0.997,0.99,0
"Batf2",0,0.65103425984291,0.769,0.04,0
"Parp9",0,0.6356657947564,0.851,0.101,0
"Icam1",0,0.633190066117657,0.683,0.022,0
"Shisa5",0,0.631391960473605,0.966,0.586,0
"Nmi",0,0.625890398948443,0.87,0.242,0
"Ifi35",0,0.624997572928702,0.944,0.477,0
"Tnfrsf1a",0,0.623329230903241,0.938,0.509,0
"Got1",0,0.615732618257903,0.946,0.528,0
"Snx10",0,0.613038491818414,0.919,0.345,0
"Calr",0,0.607894897107234,0.999,0.981,0
"Nampt",0,0.60376848126844,0.947,0.525,0
"Pnp",0,0.602926047220565,0.969,0.685,0
"Arf4",0,0.602521915356184,0.989,0.871,0
"Ifi44",0,0.601696304093755,0.798,0.011,0
"Xdh",0,0.593650198949535,0.813,0.054,0
"Psma7",0,0.58229574223103,1,0.999,0
"Pla2g16",0,0.581823389696527,0.986,0.842,0
"Ctsz",0,0.571630858793423,0.998,0.965,0
"Eif6",0,0.567514037343279,0.998,0.981,0
"Rnf213",0,0.546154897037748,0.799,0.139,0
"Ecscr",0,0.54293118260393,0.649,0.032,0
"Eif2ak2",0,0.530220889654059,0.863,0.286,0
"Apol10b",0,0.529303323237813,0.699,0.016,0
"Parp14",0,0.523452780538425,0.705,0.033,0
"Tnfsf10",0,0.522698818436464,0.807,0.18,0
"Phf11d",0,0.520509210351385,0.713,0.02,0
"Gnl1",0,0.517219665686813,0.878,0.335,0
"Ube2l6",0,0.501695848638312,0.754,0.049,0
"Parp12",0,0.487778194195757,0.735,0.037,0
"Il18bp",0,0.484236912521081,0.687,0.019,0
"Phf11b",0,0.479894808285335,0.63,0.019,0
"Irgm2",0,0.477125313423863,0.701,0.021,0
"Dtx3l",0,0.475366290907278,0.743,0.096,0
"Tap2",0,0.44807008468635,0.709,0.077,0
"Trim30d",0,0.443610809843163,0.673,0.024,0
"Cox5a",0,0.375953034905313,1,1,0
"Rps8",0,-0.255037036447824,1,1,0
"Rps16",0,-0.264987945031532,1,1,0
"Rps3a1",0,-0.265872897077727,1,1,0
"Rpl10a",0,-0.271851167154893,1,1,0
"Rps15a",0,-0.278074705322186,1,1,0
"Rps19",0,-0.282156178981073,1,1,0
"Rps5",0,-0.288790342163825,1,1,0
"Eef1a1",0,-0.330170147090147,1,1,0
"Rps4x",0,-0.381102003692008,1,1,0
"mt.Co3",0,-0.40881072020831,1,1,0
"mt.Co2",0,-0.457533372501856,1,1,0
"Rpl37a",0,-0.505250262169413,1,1,0
"Sptssa",0,-0.577807172744072,0.866,0.984,0
"Akr7a5",0,-0.587345301920508,0.897,0.989,0
"Ttr",0,-0.588563126998327,0.106,0.653,0
